metric,mean,sd,se,min,max
latency_ms,79487.9809765,1309.8866085388074,414.2225159535993,77109.332779,81451.89321
speedup_vs_deterministic_pct,19.556458007612,1.2952515441028059,0.4095945022214901,17.33781875558,21.74490499097
skipped_blocks,6.3,1.5670212364724212,0.49553562491061687,4.0,9.0
mae_vs_det,0.042463155763398,0.006013170114763963,0.001901531352071021,0.03598473969031,0.0512937491565
mean_signed_vs_det,-0.0012136276545712398,0.022112131793654812,0.006992470038977357,-0.02962572356329,0.04789689862237
pearson_vs_det,0.99121385093669,0.0019780319979096307,0.0006255086398087852,0.9877048948532,0.9934690739073
top_decile_agreement,0.96,0.08432740427115676,0.026666666666666658,0.8,1.0
