mode,trial,seed,samples,snps,block_size,blocks,active_blocks,skipped_blocks,latency_ms,protected_blocks,speedup_vs_deterministic_pct,mae_vs_det,mean_signed_vs_det,pearson_vs_det,top_decile_agreement,mae_vs_plain,pearson_vs_plain,keep_prob
deterministic,0,0,50,10001,64,157,157,0,9.588009397100e+04,140,0,0,0,1,1,1.166283974775e-10,1.000000000000e+00,6.000000000000e-01
product_coupled,0,1,50,10001,64,157,150,7,7.867546696500e+04,140,1.794389877340e+01,3.618752466709e-02,-1.729066858074e-02,9.930185551192e-01,1.000000000000e+00,3.618752470660e-02,9.930185551172e-01,6.000000000000e-01
